user_id,avg_email_size,total_attachments,avg_recipients,total_file_actions,total_to_rem,total_from_rem,total_uses_rem,avg_file_size,total_device_actions,connected_count,total_logons,o,c,e,a,n,email,role,projects,business_unit,supervisor,start_date,end_date,employment_duration_days,is_active,functional_unit_id,functional_unit_name,department_id,department_name,team_id,team_name,anomaly,rule_alert_count,risk_score,anomaly_label
AAM0729,538.4050991501416,149,2.536827195467422,16.0,0.0,0.0,0.0,614.6875,0.0,0.0,712.0,42.0,37.0,26.0,24.0,23.0,aristotle.avram.moran@dtaa.com,SoftwareQualityEngineer,Project 48,1.0,Rose Angela Salas,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,3.0,SoftwareManagement,1.0,SQA,normal,1104.0,1104.0,
AAP0352,505.23462630085146,635,2.7913907284768213,699.0,219.0,373.0,592.0,525.1258941344778,1420.0,713.0,754.0,35.0,49.0,19.0,39.0,27.0,adria.adrienne.perry@dtaa.com,Statistician,,1.0,Ulric Channing Gross,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,4.0,QualityControl,0.0,0,normal,24341.0,24341.0,
AAP1919,553.9692176143651,407,2.595981188542112,439.0,144.0,245.0,389.0,538.3416856492028,6159.0,3089.0,906.0,45.0,15.0,14.0,41.0,28.0,aileen.ashely.price@dtaa.com,SoftwareEngineer,Project 54,1.0,Dora Tallulah Tran,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,8.0,DesktopSoftware,normal,66733.0,66733.0,
AAP1942,555.2557803468208,593,2.489884393063584,66.0,0.0,0.0,0.0,724.0,0.0,0.0,986.0,47.0,50.0,25.0,18.0,36.0,amir.allistair.pollard@dtaa.com,WebDeveloper,,1.0,Patience Raya Holt,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,9.0,WebSoftware,normal,4337.0,4337.0,
AAR0641,548.0880681818181,678,2.586647727272727,79.0,0.0,0.0,0.0,702.6962025316456,0.0,0.0,712.0,43.0,34.0,18.0,32.0,35.0,ainsley.alfreda.roach@dtaa.com,WebDeveloper,Project 73,1.0,Winifred Kelsie Garza,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,4.0,WebSoftware,normal,3459.0,3459.0,
AAS0144,525.8028375733855,205,2.610567514677104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,43.0,31.0,21.0,13.0,23.0,alden.ali.stark@dtaa.com,Scientist,,1.0,Charlotte Ramona Maxwell,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,1.0,Lab,normal,2708.0,2708.0,
AAS2987,521.178674351585,277,2.913544668587896,149.0,0.0,0.0,0.0,668.9664429530201,0.0,0.0,712.0,16.0,20.0,30.0,14.0,32.0,amaya.ava.sellers@dtaa.com,Technician,,1.0,Sarah Lilah Mason,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,4.0,RegionalFieldService,normal,1350.0,1350.0,
AAS3428,523.8140132847653,1254,2.446110992071995,170.0,0.0,0.0,0.0,475.16470588235296,0.0,0.0,1352.0,36.0,35.0,19.0,44.0,21.0,adrian.asher.shepherd@dtaa.com,Salesman,,1.0,Charles Ulric Lynn,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,5.0,RegionalSales,normal,6194.0,6194.0,
AAT2913,548.4476744186046,130,2.556686046511628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,41.0,37.0,17.0,37.0,28.0,amaya.anastasia.townsend@dtaa.com,Technician,,1.0,Nolan Jerome Wagner,2009-12-01,2011-02-01,720.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,4.0,RegionalFieldService,normal,1044.0,1044.0,
AAV3669,525.9194915254237,106,2.6186440677966103,21.0,0.0,0.0,0.0,634.3333333333334,0.0,0.0,712.0,28.0,17.0,27.0,16.0,21.0,autumn.amaya.velez@dtaa.com,StockroomClerk,,1.0,Carlos Tanek Buchanan,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,11.0,Stockroom,normal,775.0,775.0,
AAW0894,568.4033613445379,116,2.6134453781512605,16.0,0.0,0.0,0.0,448.6875,0.0,0.0,1159.0,20.0,36.0,43.0,33.0,43.0,abel.austin.winters@dtaa.com,ProductionLineWorker,,1.0,Mona Jolene Frye,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,2.0,AssemblyDept,normal,471.0,471.0,
ABB0167,534.8938329430133,267,2.4668227946916472,27.0,0.0,0.0,0.0,514.7407407407408,0.0,0.0,296.0,39.0,36.0,45.0,23.0,37.0,alan.bruce.blevins@dtaa.com,SoftwareDeveloper,Project 85,1.0,Winifred Kelsie Garza,2009-12-01,2010-08-01,361.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,4.0,WebSoftware,normal,1503.0,1503.0,
ABB0300,575.2235294117647,107,2.792156862745098,14.0,0.0,0.0,0.0,855.0,0.0,0.0,836.0,38.0,26.0,14.0,20.0,26.0,alea.blossom.benjamin@dtaa.com,StockroomClerk,,1.0,Hammett Zeus Hodge,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,1.0,Stockroom,normal,1335.0,1335.0,
ABC3523,571.2009478672986,409,2.561137440758294,6.0,0.0,0.0,0.0,530.5,0.0,0.0,712.0,16.0,28.0,48.0,42.0,33.0,alyssa.brenna.colon@dtaa.com,SystemsEngineer,,1.0,Quail Wilma Long,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,25.0,SystemsEngineering,normal,5198.0,5198.0,
ABD3426,546.6601364736958,1241,2.815760510675765,11434.0,3936.0,6472.0,10408.0,569.6794647542417,7979.0,4000.0,1511.0,32.0,32.0,47.0,40.0,24.0,arden.brendan.dorsey@dtaa.com,Salesman,,1.0,Charles Ulric Lynn,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,5.0,RegionalSales,anomaly,107315.0,107315.0,
ABE2352,542.9929577464789,150,2.6549295774647885,9.0,0.0,0.0,0.0,659.6666666666666,0.0,0.0,712.0,14.0,50.0,49.0,25.0,36.0,alana.brianna.everett@dtaa.com,Technician,,1.0,Rhea Lydia Stein,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,3.0,RegionalFieldService,normal,999.0,999.0,
ABG2353,521.955459770115,248,2.958333333333333,16.0,0.0,0.0,0.0,651.8125,0.0,0.0,712.0,40.0,39.0,38.0,37.0,35.0,armand.bradley.garcia@dtaa.com,Technician,,1.0,Rhea Lydia Stein,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,3.0,RegionalFieldService,normal,1356.0,1356.0,
ABG3605,520.7325358851674,572,2.61244019138756,64.0,0.0,0.0,0.0,535.96875,0.0,0.0,712.0,38.0,48.0,45.0,34.0,36.0,august.bert.gould@dtaa.com,HardwareEngineer,,1.0,Todd Salvador Fisher,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,25.0,SystemsEngineering,normal,2880.0,2880.0,
ABH0349,542.198275862069,50,3.1206896551724137,2230.0,591.0,1396.0,1987.0,562.1188340807175,247.0,124.0,1106.0,32.0,41.0,38.0,18.0,34.0,aidan.bevis.hayden@dtaa.com,ProductionLineWorker,,1.0,Mona Jolene Frye,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,2.0,AssemblyDept,normal,5970.0,5970.0,
ABH1181,513.651777137368,449,2.6133525456292026,73.0,0.0,0.0,0.0,535.3561643835617,0.0,0.0,711.0,48.0,40.0,15.0,10.0,35.0,august.bert.hyde@dtaa.com,HardwareEngineer,,1.0,Chandler Quamar Cantrell,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,10.0,SystemsEngineering,normal,3776.0,3776.0,
ABH2671,534.0532825880114,282,2.616555661274976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,31.0,25.0,16.0,20.0,35.0,allen.brandon.hill@dtaa.com,Physicist,,1.0,Medge Roary Byers,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,2.0,Research,4.0,Lab,normal,3675.0,3675.0,
ABJ0281,531.6330472103004,226,2.67274678111588,12.0,0.0,0.0,0.0,443.6666666666667,0.0,0.0,208.0,46.0,13.0,17.0,25.0,39.0,anjolie.brynne.jennings@dtaa.com,TestEngineer,Project 62,1.0,Oprah Gail Webb,2009-12-01,2010-05-01,358.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,6.0,TestAndEvalualtion,normal,1425.0,1425.0,
ABK0481,563.1546391752578,40,2.927835051546392,5.0,0.0,0.0,0.0,552.6,0.0,0.0,68.0,43.0,41.0,20.0,40.0,29.0,abbot.bruce.knox@dtaa.com,SoftwareQualityEngineer,Project 37,1.0,Whoopi Aspen Mccarty,2009-12-01,2010-02-01,355.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,1.0,SQA,normal,271.0,271.0,
ABK3081,562.3088648215002,810,2.851183313277176,671.0,199.0,398.0,597.0,558.467958271237,336.0,169.0,1434.0,18.0,44.0,17.0,42.0,34.0,astra.brittany.kaufman@dtaa.com,MechanicalEngineer,,1.0,Quinn Madeline Prince,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,22.0,MechanicalEngineering,normal,9132.0,9132.0,
ABL0870,578.4786324786324,63,2.547008547008547,5.0,0.0,0.0,0.0,654.0,0.0,0.0,712.0,41.0,15.0,45.0,35.0,22.0,amelia.brittany.lee@dtaa.com,ProductionLineWorker,,1.0,August Kasimir Solis,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,2.0,AssemblyDept,normal,345.0,345.0,
ABM3203,535.926800472255,594,2.5584415584415585,405.0,0.0,0.0,0.0,501.7851851851852,0.0,0.0,927.0,36.0,25.0,42.0,15.0,31.0,addison.buckminster.mccall@dtaa.com,MechanicalEngineer,,1.0,Thane Erich Cunningham,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,22.0,MechanicalEngineering,normal,8876.0,8876.0,
ABM3641,537.9491017964071,193,2.844311377245509,42.0,0.0,0.0,0.0,622.3095238095239,0.0,0.0,1354.0,13.0,41.0,43.0,23.0,41.0,amal.burke.morton@dtaa.com,ProductionLineWorker,,1.0,Brynne Camille Whitfield,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,12.0,AssemblyDept,normal,1866.0,1866.0,
ABM3687,508.6462264150944,107,2.768867924528302,4925.0,1605.0,2867.0,4472.0,541.8148223350254,878.0,441.0,758.0,12.0,10.0,46.0,20.0,25.0,anthony.bevis.murphy@dtaa.com,ProductionLineWorker,,1.0,Melissa Laura Cardenas,2009-12-01,2010-09-01,362.0,False,6.0,Manufacturing_Government,3.0,Assembly,12.0,AssemblyDept,anomaly,20011.0,20011.0,
ABM3772,552.3844275637548,1266,2.7962561041779708,1114.0,337.0,604.0,941.0,558.1660682226212,1421.0,715.0,1129.0,46.0,20.0,21.0,36.0,21.0,aiko.bianca.manning@dtaa.com,Salesman,,1.0,Martina Nina Cain,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,6.0,RegionalSales,normal,26115.0,26115.0,
ABM3776,528.6666666666666,589,2.533561839474436,21.0,0.0,0.0,0.0,579.3809523809524,0.0,0.0,712.0,31.0,18.0,22.0,17.0,34.0,amos.burton.mack@dtaa.com,Salesman,,1.0,Martina Nina Cain,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,6.0,RegionalSales,normal,4013.0,4013.0,
ABO1173,516.8598574821852,549,3.242755344418052,1395.0,263.0,611.0,874.0,458.3827956989247,790.0,396.0,1146.0,20.0,14.0,32.0,21.0,23.0,azalia.brynn.orr@dtaa.com,HardwareEngineer,,1.0,Chandler Quamar Cantrell,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,10.0,SystemsEngineering,normal,15101.0,15101.0,
ABP2003,525.4048076923077,426,2.6346153846153846,42.0,0.0,0.0,0.0,521.5,0.0,0.0,712.0,12.0,44.0,35.0,20.0,27.0,aimee.barbara.pena@dtaa.com,HardwareEngineer,,1.0,Reese Hoyt Beck,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,15.0,SystemsEngineering,normal,3760.0,3760.0,
ABP2917,555.2594397076736,312,2.5700365408038977,2160.0,733.0,1232.0,1965.0,495.375,966.0,484.0,1168.0,35.0,37.0,20.0,42.0,29.0,alice.britanney.pope@dtaa.com,Technician,,1.0,Nolan Jerome Wagner,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,4.0,RegionalFieldService,normal,18335.0,18335.0,
ABR0397,563.8463726884779,143,2.9658605974395447,117.0,36.0,65.0,101.0,546.8034188034188,253.0,127.0,1221.0,38.0,40.0,46.0,38.0,25.0,adam.benjamin.rogers@dtaa.com,Technician,,1.0,Jessamine Madeson Eaton,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,1.0,RegionalFieldService,normal,4773.0,4773.0,
ABS0677,554.2267303102625,729,2.80763723150358,488.0,0.0,0.0,0.0,579.6946721311475,0.0,0.0,1021.0,44.0,45.0,32.0,47.0,24.0,alec.bert.scott@dtaa.com,ElectricalEngineer,,1.0,Xantha Imani Waters,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,3.0,ElectricalEngineering,normal,4337.0,4337.0,
ABW0501,552.7729652546407,326,2.529747739171823,16.0,0.0,0.0,0.0,666.5,0.0,0.0,712.0,15.0,34.0,44.0,39.0,25.0,aline.basia.webb@dtaa.com,ElectricalEngineer,,1.0,Anjolie Samantha Gonzales,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,3.0,EmbeddedSoftware,normal,4100.0,4100.0,
ACA0360,547.7557446808511,246,2.4374468085106384,22.0,0.0,0.0,0.0,617.7272727272727,0.0,0.0,712.0,29.0,35.0,23.0,39.0,36.0,alisa.christine.anderson@dtaa.com,Accountant,Project 5,1.0,Mari Faith Lester,2009-12-01,2011-06-01,724.0,False,7.0,Finance,1.0,Accounting,0.0,0,normal,2218.0,2218.0,
ACA3252,558.025974025974,43,2.601731601731602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,35.0,41.0,41.0,15.0,32.0,amos.chaim.allison@dtaa.com,StockroomClerk,,1.0,Quincy Guy Shannon,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,9.0,Stockroom,normal,278.0,278.0,
ACB0701,522.2908366533865,239,2.9243027888446216,673.0,212.0,219.0,431.0,513.627043090639,794.0,401.0,1133.0,44.0,37.0,38.0,37.0,38.0,abdul.carlos.benson@dtaa.com,Technician,,1.0,Dana Christen Wilkins,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,6.0,TestAndEvalualtion,normal,10208.0,10208.0,
ACB3123,507.6706217370669,580,2.868058851447556,341.0,0.0,0.0,0.0,490.10557184750735,0.0,0.0,1213.0,39.0,50.0,40.0,42.0,17.0,alfonso.clayton.byers@dtaa.com,Mathematician,,1.0,Bethany Diana Jordan,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,5.0,Lab,normal,6932.0,6932.0,
ACC2773,539.2044486512068,618,2.580217699952674,107.0,0.0,0.0,0.0,649.2242990654206,0.0,0.0,712.0,36.0,22.0,41.0,24.0,27.0,acton.coby.chavez@dtaa.com,TestEngineer,Project 37,1.0,Catherine Madonna Owen,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,21.0,TestAndEvalualtion,normal,6071.0,6071.0,
ACF1806,570.5908289241622,357,2.815696649029982,2800.0,951.0,1586.0,2537.0,536.8328571428572,2041.0,1024.0,325.0,42.0,20.0,40.0,16.0,26.0,abraham.colt.french@dtaa.com,ComputerScientist,Project 98,1.0,Lucius Orlando Patton,2009-12-01,2010-06-01,359.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,8.0,DesktopSoftware,anomaly,10559.0,10559.0,
ACG0312,581.0340425531915,122,2.697872340425532,20.0,0.0,0.0,0.0,903.3,0.0,0.0,966.0,40.0,38.0,50.0,36.0,23.0,allistair.cullen.goodwin@dtaa.com,ProductionLineWorker,,1.0,August Kasimir Solis,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,2.0,AssemblyDept,normal,537.0,537.0,
ACG3819,557.480964467005,269,2.947969543147208,912.0,272.0,523.0,795.0,562.4671052631579,876.0,439.0,1283.0,23.0,19.0,35.0,23.0,37.0,amena.carly.griffin@dtaa.com,Technician,Project 15,1.0,Uriah Sean Collins,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,6.0,RegionalFieldService,normal,17526.0,17526.0,
ACH0008,523.6090285531983,1033,2.545701068750997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,39.0,35.0,20.0,17.0,30.0,aristotle.charles.hull@dtaa.com,VicePresident,Project 5,1.0,Lydia Serena Lucas,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,0.0,0,0.0,0,normal,7886.0,7886.0,
ACH1405,498.9348239771646,248,2.572312083729781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,50.0,13.0,10.0,18.0,36.0,april.celeste.hayden@dtaa.com,MechanicalEngineer,,1.0,Ariana Zenia Avery,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,7.0,MechanicalEngineering,normal,3820.0,3820.0,
ACH1910,536.7384494909945,894,2.8069694596711043,127.0,0.0,0.0,0.0,441.1968503937008,0.0,0.0,1441.0,15.0,13.0,18.0,21.0,27.0,aurora.celeste.hogan@dtaa.com,Mathematician,,1.0,Quincy Joshua Olsen,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,3.0,Lab,normal,4326.0,4326.0,
ACH2102,579.235322195704,393,2.687828162291169,19.0,0.0,0.0,0.0,453.7894736842105,0.0,0.0,712.0,46.0,33.0,30.0,35.0,28.0,athena.cynthia.haney@dtaa.com,ElectricalEngineer,,1.0,Barrett Ulysses Shepherd,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,13.0,ElectricalEngineering,normal,3175.0,3175.0,
ACJ0014,552.1507955355023,1005,2.518404179529803,89.0,0.0,0.0,0.0,682.9101123595506,0.0,0.0,712.0,39.0,31.0,19.0,36.0,28.0,alisa.cleo.jacobson@dtaa.com,Director,,1.0,Tallulah Leslie Keith,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,1.0,Personnel,0.0,0,normal,7500.0,7500.0,
ACL2943,525.2679645004295,1028,2.540509590609791,90.0,0.0,0.0,0.0,479.8666666666667,0.0,0.0,1000.0,44.0,40.0,43.0,20.0,24.0,abdul.connor.levine@dtaa.com,Salesman,,1.0,Tanisha Chiquita Mullins,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,4.0,RegionalSales,normal,4973.0,4973.0,
ACM0100,543.2776971456217,456,2.604257377842284,52.0,0.0,0.0,0.0,644.4423076923077,0.0,0.0,987.0,20.0,30.0,23.0,21.0,31.0,andrew.cade.moody@dtaa.com,TechnicalWriter,Project 13,1.0,Sonia Francesca Leblanc,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,1.0,Publications,normal,3008.0,3008.0,
ACM2278,548.180078125,837,2.516015625,112.0,7.0,22.0,29.0,562.6607142857143,22.0,11.0,496.0,18.0,37.0,32.0,36.0,28.0,allen.cruz.mccoy@dtaa.com,Salesman,,1.0,Gillian Nelle Holland,2009-12-01,2010-09-01,362.0,False,8.0,SalesAndMarketing_Commercial,2.0,Sales,3.0,RegionalSales,normal,6162.0,6162.0,
ACM3964,543.7758620689655,140,2.939655172413793,28.0,0.0,0.0,0.0,676.4285714285714,0.0,0.0,999.0,46.0,43.0,14.0,42.0,22.0,adena.cameran.mitchell@dtaa.com,StockroomClerk,,1.0,Colby Kibo Guzman,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,13.0,Stockroom,normal,1508.0,1508.0,
ACN2347,544.2225433526012,264,2.6705202312138727,48.0,0.0,0.0,0.0,642.6041666666666,0.0,0.0,1227.0,23.0,45.0,18.0,25.0,26.0,angelica.chanda.newton@dtaa.com,Technician,,1.0,Rhea Lydia Stein,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,3.0,RegionalFieldService,normal,1289.0,1289.0,
ACP2122,530.1241950321987,370,2.560257589696412,124.0,0.0,0.0,0.0,226.1370967741936,0.0,0.0,1098.0,47.0,26.0,19.0,32.0,39.0,adria.clare.paul@dtaa.com,ElectricalEngineer,,1.0,Leo Travis Rojas,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,15.0,SystemsEngineering,normal,3860.0,3860.0,
ACR0331,532.9995289684409,171,2.486104569006123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,17.0,44.0,24.0,17.0,29.0,anthony.caesar.rosa@dtaa.com,ElectricalEngineer,,1.0,Jane Sarah Barron,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,2.0,ManufacturingEngineering,0.0,0,normal,1967.0,1967.0,
